m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Вера,Шевченко,vera.shevchenko@student.org,1965,7,14,UDA-50,63.56,38(096)25-62-240
Вера,Іваненко,vera.ivanenko@student.org,2010,11,19,YFX-15,75.08,38(068)36-81-827
Роман,Король,roman.korol@student.org,1988,7,5,ETZ-41,86.52,38(073)57-90-803
Анна,Литвин,anna.lytvyn@student.org,1994,11,16,IAZ-42,75.25,38(066)43-21-944
Лариса,Стельмах,larysa.stelmakh@student.org,1958,3,17,ZXE-12,47.1,38(068)55-50-930
Іван,Василенко,ivan.vasylenko@student.org,1995,3,30,JBK-13,70.05,38(095)87-27-223
Іван,Мельник,ivan.melnyk@student.org,2006,4,19,SIH-56,8.52,38(050)68-13-538
Валентина,Цимбал,valentyna.tsymbal@student.org,2004,11,13,ITD-13,74.91,38(067)80-41-226
Андрій,Панченко,andriy.panchenko@student.org,1957,8,2,SHY-12,98.76,38(066)89-25-355
Галина,Ковальчук,halyna.kovalchuk@student.org,1966,9,22,IRD-30,40.81,38(095)19-14-497
Андрій,Коваль,andriy.koval@student.org,1966,11,11,FKP-80,66.84,38(068)95-36-644
Інна,Кузьменко,inna.kuzmenko@student.org,1987,3,26,QXQ-62,13.34,38(098)81-85-275
Михайло,Коваль,mykhaylo.koval@student.org,1957,2,15,TTW-81,40.22,38(063)89-66-748
Станіслав,Зайцев,stanislav.zaytsev@student.org,1980,2,2,VCH-57,74.8,38(095)10-48-687
Максим,Лисенко,maksym.lysenko@student.org,1984,4,20,YYU-56,96.6,38(093)26-60-958
Світлана,Гриценко,svitlana.hrytsenko@student.org,1962,3,7,RFI-24,44.5,38(097)32-61-398
Ярослав,Левченко,yaroslav.levchenko@student.org,1971,5,9,XWJ-48,41.74,38(097)25-46-287
Надія,Гладко,nadiya.hladko@student.org,1986,6,6,KFS-31,56.11,38(073)71-88-122
Галина,Павленко,halyna.pavlenko@student.org,1965,10,31,KQI-14,36.6,38(066)32-43-795
Василь,Кравченко,vasyl.kravchenko@student.org,1975,9,15,IDL-49,16.62,38(096)16-35-468
Юрій,Савченко,yuriy.savchenko@student.org,1963,1,2,YDG-56,23.06,38(066)64-44-954
Світлана,Литвин,svitlana.lytvyn@student.org,1971,12,18,QIP-62,95.64,38(067)70-71-455
Богдан,Лисенко,bohdan.lysenko@student.org,2002,3,4,OMS-69,21.9,38(096)44-44-751
Богдан,Марченко,bohdan.marchenko@student.org,1950,9,7,HXP-30,30.8,38(063)25-92-103
Артем,Новік,artem.novik@student.org,2000,6,15,JDK-31,14.49,38(099)39-50-305
Ірина,Василенко,iryna.vasylenko@student.org,1984,9,24,IQP-64,61.67,38(093)77-23-458
Ірина,Омельченко,iryna.omelchenko@student.org,1983,5,18,GCU-67,44.23,38(073)76-97-876
Наталія,Левченко,nataliya.levchenko@student.org,1959,7,30,RQA-27,64.29,38(068)12-78-304
Олександр,Лебедь,oleksandr.lebed@student.org,1967,3,14,ZAI-54,11.71,38(066)44-24-117
Любов,Поліщук,lyubov.polishchuk@student.org,1982,2,11,BBC-63,31.21,38(093)55-47-181
Анна,Гриценко,anna.hrytsenko@student.org,1991,6,10,SMK-44,30.81,38(098)77-29-871
Роман,Дорошенко,roman.doroshenko@student.org,1969,2,6,MAD-27,79.81,38(073)50-20-683
Сергій,Зайцев,serhiy.zaytsev@student.org,1952,11,4,CGY-87,15.57,38(093)99-80-239
Тарас,Бойко,taras.boyko@student.org,1976,2,19,BSQ-40,83.33,38(050)71-37-402
Людмила,Савченко,lyudmyla.savchenko@student.org,1959,7,11,FKA-97,93.35,38(093)51-37-903
Оксана,Кравченко,oksana.kravchenko@student.org,1986,7,22,EUU-86,71.7,38(073)15-42-636
Олена,Панченко,olena.panchenko@student.org,1974,11,18,FKK-11,43.48,38(097)14-79-891
Анна,Руденко,anna.rudenko@student.org,1978,3,6,SSC-58,7.78,38(098)28-92-503
Денис,Поліщук,denys.polishchuk@student.org,1995,2,15,IFY-76,53.59,38(095)49-33-224
Остап,Макаренко,ostap.makarenko@student.org,1955,10,16,QLZ-84,16.78,38(093)55-65-528
Катерина,Лебедь,kateryna.lebed@student.org,1998,10,9,PBP-16,85.93,38(096)58-28-471
Любов,Дорошенко,lyubov.doroshenko@student.org,1977,7,6,ICV-97,45.21,38(098)76-49-563
Віктор,Гладко,viktor.hladko@student.org,1961,3,21,BGB-34,87.91,38(098)40-15-969
Євгенія,Білоус,yevheniya.bilous@student.org,1974,9,29,JCV-77,22.93,38(097)36-87-873
Федір,Демченко,fedir.demchenko@student.org,2002,10,1,WGM-82,19.74,38(096)92-43-536
Остап,Ткаченко,ostap.tkachenko@student.org,1992,7,15,MKC-39,83.51,38(067)51-33-759
Любов,Лебедь,lyubov.lebed@student.org,1970,11,15,ASK-84,50.72,38(096)95-13-299
Оксана,Лисенко,oksana.lysenko@student.org,1991,10,9,LUE-73,62.11,38(093)36-52-143
Валентина,Костенко,valentyna.kostenko@student.org,1963,9,12,SQB-29,75.31,38(093)72-54-137
Інна,Гайдук,inna.hayduk1@student.org,1980,7,1,GGX-20,81.11,38(099)83-19-145
Андрій,Захарченко,andriy.zakharchenko@student.org,2010,7,30,FHJ-12,41.11,38(068)33-22-674
Костянтин,Козлов,kostyantyn.kozlov@student.org,2008,8,24,ZSJ-70,72.53,38(066)36-14-527
Роман,Лисенко,roman.lysenko@student.org,1996,11,16,QPT-83,41.04,38(099)93-54-806
Михайло,Дорошенко,mykhaylo.doroshenko@student.org,1951,7,2,SQY-98,57.34,38(099)31-34-487
Іван,Савченко,ivan.savchenko@student.org,1950,11,9,EAJ-77,23.39,38(099)71-78-851
Вера,Шевченко,vera.shevchenko1@student.org,1985,9,14,AQW-53,16.32,38(099)59-92-319
Світлана,Панченко,svitlana.panchenko@student.org,1965,4,5,FBM-40,46.0,38(063)59-29-893
Станіслав,Шевченко,stanislav.shevchenko@student.org,1953,6,14,GLI-36,67.8,38(066)36-97-920
Станіслав,Поліщук,stanislav.polishchuk@student.org,1996,8,20,IXU-95,90.85,38(067)13-50-558
Вера,Гончаренко,vera.honcharenko@student.org,1950,1,18,XUB-80,95.1,38(097)81-92-341
Володимир,Лебедь,volodymyr.lebed@student.org,1984,3,19,GNP-66,96.43,38(068)55-13-302
Сергій,Король,serhiy.korol@student.org,1988,4,6,VOW-77,56.53,38(068)59-54-724
Людмила,Скрипка,lyudmyla.skrypka@student.org,1995,4,22,DCS-11,32.2,38(095)11-18-440
Олена,Костенко,olena.kostenko@student.org,2006,11,16,ZZL-26,33.01,38(066)97-10-148
